StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q1.2;Q1.3_Browser;Q1.3_Version;Q1.3_Operating System;Q1.3_Resolution;Q2.2_1;Q2.2_2;Q2.2_3;Q2.2_4;Q2.2_5;Q2.3_1;Q2.3_2;Q2.3_3;Q3.2_1;Q3.2_2;Q3.2_3;Q3.2_4;Q3.2_5;Q3.3_1;Q3.3_2;Q3.3_3;Q5.3;Q5.4;Q5.5;Q5.6;Q6.2_1;Q6.2_2;Q6.2_3;Q6.2_4;Q7.2;Q7.3;Q8.3_First Click;Q8.3_Last Click;Q8.3_Page Submit;Q8.3_Click Count;Q8.5_First Click;Q8.5_Last Click;Q8.5_Page Submit;Q8.5_Click Count;Q8.6;Q8.7;Q10.3_First Click;Q10.3_Last Click;Q10.3_Page Submit;Q10.3_Click Count;Q10.5_First Click;Q10.5_Last Click;Q10.5_Page Submit;Q10.5_Click Count;Q10.6;Q10.7;Q14.2_First Click;Q14.2_Last Click;Q14.2_Page Submit;Q14.2_Click Count;Q15.2;Q15.3;Q15.4;Q15.5;Q15.6;Q15.7;Q16.2;Q16.3;Q16.7_1;Q16.7_2;Q16.7_3;Q16.8_1;Q16.8_1_TEXT;Q298;Q17.1;Q17.1_7_TEXT;Q6.3_1;Q6.3_2;Q6.4;Q5.8;Q5.9;Q5.10;Q16.5;Q16.6;Q18.2;Q18.3;Q4.2;Q4.3;Q4.4;Q20.2;Q20.3;Q20.4;Q20.5;Q18.4;Q18.5;Q19.2_8;Q19.3;Q19.4;Q19.4_9_TEXT;Q19.5;Q19.6;Q19.7;Q19.7_2_TEXT;Q19.8;Q19.9;Q19.9_2_TEXT;Q19.10;Q20.6
2021-01-28 09:08:17;2021-01-28 09:12:01;0;100;223;1;2021-01-28 09:12:01;53.27020263671875;-9.05029296875;anonymous;EN-GB;1;Safari iPhone;14.0.2;iPhone;375x667;6;5;5;5;5;5;5;6;;;;;;;;;5;6;3;5;;;;;4;5;;;;;;;;;;;1.452;8.449;9.039;4;0.822;9.084;9.447;5;3;4;1.524;2.506;4.336;2;6;6;5;5;5;5;4;I want to return to a relatively normal life;3;3;3;;;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 09:07:02;2021-01-28 09:12:22;0;100;320;1;2021-01-28 09:12:22;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.93;Android 10;412x915;5;5;5;3;2;4;5;5;;;;;;;;;1;7;2;4;;;;;5;5;0;0;11.701;0;1.31;9.743;10.539;3;7;4;;;;;;;;;;;6.76;7.96;10.197;2;4;2;2;6;4;5;3;I personally have had coronavirus and would not like to go through it again;3;3;2;;;1;7;99;;;;7;5;5;1;2;1;2;2;6;2;6;5;;1;1;Monitoring the level of cases and surveys done online;21;2;6;;2;2;1;;13;1;;2;Nope good survey
2021-01-28 09:08:32;2021-01-28 09:12:52;0;100;260;1;2021-01-28 09:12:52;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari iPhone;14.0.1;iPhone;375x667;7;7;7;7;7;7;7;7;;;;;;;;;7;7;7;7;;;;;7;7;;;;;;;;;;;3.176;4.357;8.489;2;0.853;1.737;7.901;2;7;7;0.452;1.672;2.928;2;7;7;7;7;7;7;1;Old people should get it first;4;4;4;4;;3;7;99;;;;7;7;7;1;1;7;7;7;7;7;7;7;;1;2;;35;2;7;;2;9;1;;27;1;;1;No
2021-01-28 09:09:38;2021-01-28 09:13:29;0;100;231;1;2021-01-28 09:13:29;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari iPhone;Unknown;iPhone;414x736;7;7;7;7;7;7;7;7;;;;;;;;;7;7;7;7;;;;;7;7;;;;;;;;;;;2.743;2.743;4.241;1;0.96;0.96;2.791;1;7;7;0.957;0.957;2.301;1;7;7;7;7;7;7;4;It will be very good for us ;4;4;4;4;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 09:12:12;2021-01-28 09:13:33;0;100;80;1;2021-01-28 09:13:33;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Firefox;84.0;Windows NT 10.0;1900x1267;;;;;;;;;6;6;6;6;6;6;6;6;;;;;6;6;6;6;6;6;;;;;;;;;;;0;0;1.202;0;0;0;0.874;0;6;6;0;0;1.518;0;6;6;6;6;6;6;3;as it will protect me from Covid;3;3;3;;;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 09:10:31;2021-01-28 09:13:56;0;100;205;1;2021-01-28 09:13:56;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 10.0;1920x1080;;;;;;;;;4;4;4;5;5;5;5;5;;;;;6;7;3;7;5;5;0;0;17.115;0;0;0;7.924;0;5;5;;;;;;;;;;;0;0;7.122;0;5;5;6;5;5;5;4;i have no hesitation to get the vaccine;3;3;3;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 09:09:47;2021-01-28 09:15:14;0;100;326;1;2021-01-28 09:15:14;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.93;Android 10;412x892;5;5;5;6;4;4;5;4;;;;;;;;;5;7;2;3;;;;;5;3;0;0;10.562;0;10.417;10.417;20.286;1;7;4;;;;;;;;;;;9.053;9.712;11.99;2;4;4;6;6;6;5;4;I've MS. Very eager for a vaccine ;3;3;3;3;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 09:07:31;2021-01-28 09:16:06;0;100;515;1;2021-01-28 09:16:07;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;84.0.4147.125;Android 10;412x892;4;4;4;4;4;5;4;5;;;;;;;;;3;4;4;4;;;;;4;3;1.377;1.377;5.182;1;0.921;0.921;2.481;1;7;5;;;;;;;;;;;13.266;23.341;30.835;3;4;4;5;3;3;4;3;Will wait a while to see what general reaction to it is and will consult gp before taking it, feel vaccine has been rushed and am concerned about safety ;3;3;3;;;1;7;99;;;;6;6;4;2;2;2;2;4;4;2;7;3;Hard evidence is needed for all decisions ;1;2;;58;2;6;;2;5;1;;24;1;;1;
2021-01-28 09:13:53;2021-01-28 09:16:55;0;100;182;1;2021-01-28 09:16:56;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.93;Android 5.1.1;320x534;4;4;4;6;1;1;1;1;;;;;;;;;4;7;3;3;;;;;4;4;0.92;1.394;2.2;2;0.351;1.431;2.201;3;4;1;;;;;;;;;;;0.613;2.733;3.315;4;3;3;2;5;6;4;2;No;3;3;2;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 09:09:58;2021-01-28 09:17:27;0;100;448;1;2021-01-28 09:17:27;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.93;Android 10;360x780;7;6;7;7;6;3;6;6;;;;;;;;;7;7;6;3;;;;;6;5;0.828;0.828;1.978;1;1.56;1.56;3.646;1;7;5;;;;;;;;;;;1.037;1.037;4.75;1;6;6;5;7;6;6;4;Anything to get back to normal;4;3;3;;;2;7;99;;;;7;5;6;2;2;1;2;6;7;3;6;5;;1;2;;27;2;8;;2;8;1;;7;1;;1;
2021-01-28 09:07:54;2021-01-28 09:19:09;0;100;674;1;2021-01-28 09:19:09;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 6.3;1366x768;;;;;;;;;7;4;4;7;4;7;7;7;;;;;7;4;1;4;7;7;;;;;;;;;;;0;0;13.237;0;0;0;14.194;0;7;4;5.323;5.323;9.137;1;7;4;1;7;7;7;3;waiting to see if vaccine is working properly or not;2;2;2;;;2;7;99;7;7;4;;;;2;1;7;7;4;7;4;7;7;;;2;;31;1;3;;2;9;1;;7;2;romanian;3;
2021-01-28 09:10:31;2021-01-28 09:19:47;0;100;555;1;2021-01-28 09:19:47;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari iPhone;14.0.2;iPhone;320x568;5;5;5;6;2;4;5;5;;;;;;;;;5;7;3;4;;;;;3;3;;;;;;;;;;;1.443;9.861;11.525;7;1.405;18.233;19.383;9;7;4;5.73;17.214;18.446;11;6;5;5;6;6;6;3;Prevention is better than cure . Regularly received flu vaccines .  Thinking of the bigger picture and protecting not only myself and family, but the wider community ;4;3;3;;;2;7;99;;;;4;7;3;1;1;4;4;3;5;4;4;3;Not taking individual experience into account / too general / broad sweeping ;2;2;;43;2;7;;2;8;1;;9;1;;1;
2021-01-28 09:08:34;2021-01-28 09:19:47;0;100;672;1;2021-01-28 09:19:47;52.1251983642578125;-8.6342010498046875;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 10.0;1536x864;;;;;;;;;5;6;5;5;2;6;5;7;;;;;3;6;2;5;6;5;0;0;34.582;0;0;0;21.783;0;7;6;;;;;;;;;;;0;0;31.743;0;6;2;3;6;5;3;4;Well if we do not take a vaccine of any kind I am sure our movements in and out of the country will be rightly limited as in holidays abroad even in your own country.Simple things like visiting your local pub and restaraunt may not even be an option and the main reason is I do not want to be infected with the covid 19 virus;4;4;4;;;2;7;99;7;7;3;;;;1;1;3;3;4;5;5;6;6;;2;2;;53;1;4;;2;8;1;;5;1;;1;no thank you
2021-01-28 09:14:22;2021-01-28 09:19:53;0;100;330;1;2021-01-28 09:19:53;51.8979949951171875;-8.4889984130859375;anonymous;EN-GB;1;Chrome;86.0.4240.75;Windows NT 10.0;1920x1080;;;;;;;;;5;5;5;6;4;6;6;6;;;;;3;5;3;4;6;4;0;0;5.335;0;2.204;4.499;5.514;5;6;4;;;;;;;;;;;0;0;3.039;0;5;6;4;5;5;4;4;i just want to be able to see my family and friends again, i believe that you wont be able to do much without being able to prove your vaccinated once the world reopens;3;3;3;;;1;7;99;6;6;4;;;;1;1;3;3;3;4;3;3;3;they might not take into consideration outlying specific cases;1;1;the hedonic method;24;2;7;;2;9;1;;4;1;;1;
2021-01-28 09:11:35;2021-01-28 09:22:54;0;100;678;1;2021-01-28 09:22:54;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari iPhone;14.0;iPhone;390x844;6;5;6;6;4;5;7;7;;;;;;;;;5;7;6;4;;;;;5;5;;;;;;;;;;;1.065;2.117;46.002;2;1.489;36.254;47.706;9;6;3;3.393;48.889;50.649;5;6;2;3;7;7;6;4;I think a vaccine is the only solution to the current COVID situation and with evidence showing that it is safe and effective I would be happy to take it;4;3;4;;;2;7;99;;;;7;4;6;2;2;5;7;4;4;6;6;6;;;2;;19;2;3;;2;3;1;;12;1;;1;Great informative survey 
2021-01-28 09:06:44;2021-01-28 09:23:05;0;100;981;1;2021-01-28 09:23:06;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari iPhone;14.0.2;iPhone;375x812;5;5;5;6;4;4;4;4;;;;;;;;;2;7;2;4;;;;;4;4;1.255;64.811;90.432;5;1.513;8.551;14.532;3;7;5;;;;;;;;;;;1.257;6.794;8.568;4;4;4;3;5;4;4;3;To protect myself and the most vulnerable in my community, to be able to get back to normal life;4;4;4;;;1;7;99;;;;7;6;6;2;1;1;1;2;7;5;7;3;Because not all is pure logic or maths, other factors have to be taken into account;1;2;;37;2;8;;2;9;1;;20;2;Polish;3;No
2021-01-28 09:06:31;2021-01-28 09:23:22;0;100;1010;1;2021-01-28 09:23:22;53.7162017822265625;-6.3383026123046875;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 10.0;1366x768;;;;;;;;;5;3;3;4;1;5;4;6;;;;;1;6;2;2;4;3;0;0;55.25;0;0;0;57.413;0;7;6;;;;;;;;;;;0;0;72.09;0;6;7;7;6;6;6;4;I have very bad underlining medical conditions and so I'd need this vaccine to fight this virus.;4;4;4;;;2;7;99;7;7;6;;;;2;2;3;3;3;1;2;3;4;;1;2;;55;1;5;;2;8;1;;19;1;;1;No everything was fine.
2021-01-28 09:07:03;2021-01-28 09:23:38;0;100;995;1;2021-01-28 09:23:38;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.93;Android 10;360x760;5;5;4;6;3;4;4;7;;;;;;;;;4;5;1;4;;;;;4;2;3.411;5.979;7.54;3;3.581;6.71;8.177;4;5;6;;;;;;;;;;;24.751;42.06;43.563;9;7;4;7;3;3;4;2;"I believe it too early to know what side effects can a
Occur";3;2;3;;;2;7;99;;;;7;7;6;1;1;6;5;3;6;4;4;3;It is scientific not factual ;1;2;;52;2;3;;2;8;1;;26;1;;3;
2021-01-28 09:17:12;2021-01-28 09:26:14;0;100;542;1;2021-01-28 09:26:15;51.8979949951171875;-8.4889984130859375;anonymous;EN-GB;1;Chrome;88.0.4324.93;Android 9;360x780;3;3;3;5;3;2;4;5;;;;;;;;;5;5;3;6;;;;;6;5;;;;;;;;;;;1.296;14.592;28.811;3;2.16;29.356;34.3;5;6;6;2.593;39.757;50.754;9;5;2;4;6;5;5;3;I feel it it the right thing to do for myself and my family ;3;3;3;;;2;7;99;;;;6;5;4;2;2;7;5;4;4;3;7;5;;2;2;;41;2;6;;2;9;1;;5;1;;2;
2021-01-28 09:09:54;2021-01-28 09:26:17;0;100;983;1;2021-01-28 09:26:17;51.8979949951171875;-8.4889984130859375;anonymous;EN-GB;1;Chrome;87.0.4280.141;Windows NT 10.0;1366x768;;;;;;;;;6;6;6;7;5;6;7;6;;;;;5;7;3;6;7;6;2.756;2.756;52.371;1;5.074;104.673;107.219;2;7;6;;;;;;;;;;;5.734;84.89;103.147;2;6;5;4;7;7;6;4;I'll get the Pfizer vaccine because I don't think the government would allow something that could be bad for so many people. I trust in the efficacy of the vaccine. ;3;2;4;;;2;7;99;7;6;6;;;;1;2;3;5;4;7;2;5;5;;2;1;clothes stores;26;2;6;;1;2;1;;7;2;portuguese;3;
2021-01-28 09:20:42;2021-01-28 09:26:18;0;100;335;1;2021-01-28 09:26:19;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 10.0;1920x1080;;;;;;;;;6;6;6;7;3;4;5;6;;;;;6;6;5;4;5;6;0;0;1.73;0;0;0;1.379;0;6;6;;;;;;;;;;;0;0;1.102;0;6;5;3;5;5;5;3;I dont want corona;4;2;3;;;2;7;99;6;6;2;;;;2;2;4;5;4;2;1;7;6;;2;2;;19;1;4;;2;9;1;;7;1;;3;
2021-01-28 09:22:37;2021-01-28 09:30:00;0;100;442;1;2021-01-28 09:30:00;52.6634063720703125;-8.6324005126953125;anonymous;EN-GB;1;Safari iPad;11.0;iPad;768x1024;5;5;5;3;3;5;5;6;;;;;;;;;6;6;4;4;;;;;4;4;;;;;;;;;;;0;0;0.901;0;0;0;0.746;0;7;5;0.706;0.706;0.765;1;4;4;5;5;6;4;3;I don’t know personal in was in my area ;2;2;3;;;2;7;99;;;;6;5;5;1;2;6;5;5;5;2;2;4;;2;2;;20;1;3;;2;2;1;;17;1;;1;
2021-01-28 09:14:51;2021-01-28 09:31:35;0;100;1003;1;2021-01-28 09:31:35;51.8979949951171875;-8.4889984130859375;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 6.1;1280x800;;;;;;;;;4;4;4;5;4;4;4;5;;;;;6;6;3;4;6;5;;;;;;;;;;;2.631;2.631;33.446;1;2.803;2.803;42.97;1;7;4;51.4;51.4;93.619;1;3;6;6;5;4;5;2;I am not in any category that would put me in the firstly vaccinated population, which I am glad, because I would feel more safe to take the vaccine after at least one more year passes (because of the possible side-effects).;4;4;4;4;other scientific institutions and universities;2;7;99;5;6;4;;;;1;1;3;5;4;5;4;6;5;;;2;;31;2;6;;2;7;1;;4;2;Croatian;3;
2021-01-28 08:27:08;2021-01-28 09:32:10;0;100;3902;1;2021-01-28 09:32:11;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 6.1;1366x768;;;;;;;;;5;4;5;6;5;4;5;5;;;;;5;7;3;5;6;5;0;0;121.914;0;0;0;184.15;0;6;6;;;;;;;;;;;0;0;25.837;0;4;5;6;5;5;5;4;I trust in vaccines and medicine and I know that is the best treatment we have for COVID-19 nowadays;2;2;2;;;2;7;99;6;5;6;;;;2;2;5;5;3;4;3;3;4;;2;2;;33;2;6;;2;9;1;;7;1;;2;
2021-01-28 09:07:16;2021-01-28 09:32:37;0;100;1521;1;2021-01-28 09:32:38;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 10.0;1238x696;;;;;;;;;5;5;5;6;4;4;5;7;;;;;4;5;3;5;2;2;;;;;;;;;;;0;0;54.745;0;0;0;31.924;0;7;4;0;0;81.564;0;7;4;4;4;5;4;2;I do not believe the vaccine was tested sufficiently;4;2;3;;;2;7;99;7;4;7;;;;1;1;2;1;1;5;3;3;1;Because human judgement is different and is better than a computer calculation;1;2;;55;2;6;;1;8;1;;20;1;;1;Thank you
2021-01-28 09:21:47;2021-01-28 09:35:00;0;100;793;1;2021-01-28 09:35:01;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;87.0.4280.101;Android 8.0.0;360x740;5;6;6;5;7;5;5;5;;;;;;;;;6;7;3;3;;;;;5;6;0.725;1.25;1.635;2;18.621;19.188;19.592;2;6;6;;;;;;;;;;;0.597;0.597;1.291;1;6;3;6;5;3;4;3;I trust science;2;3;3;;;1;7;99;;;;7;7;7;2;2;7;7;4;5;5;7;5;;1;1;They follow the public health data;42;1;8;;2;9;1;;10;2;Italian;3;No
2021-01-28 09:18:05;2021-01-28 09:35:24;0;100;1039;1;2021-01-28 09:35:25;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;79.0.3945.116;Android 9;360x780;4;4;4;6;4;5;6;6;;;;;;;;;6;6;4;5;;;;;6;5;25.087;25.087;36.137;1;22.8;39.595;50.475;2;7;5;;;;;;;;;;;41.618;71.473;72.844;3;7;4;2;7;5;6;4;I am in high risk category due to medical conditions ;3;3;3;4;My consultant ;1;7;99;;;;6;7;6;2;2;5;6;4;5;5;4;5;;;1;Running simulations to forsee future outcomes like virus spread;35;1;3;;2;2;1;;17;1;;1;
2021-01-28 09:22:04;2021-01-28 09:36:20;0;100;856;1;2021-01-28 09:36:20;52.13580322265625;-8.2758026123046875;anonymous;EN-GB;1;Chrome;88.0.4324.93;Android 10;800x1280;4;4;4;6;6;5;6;6;;;;;;;;;6;6;3;4;;;;;6;6;0;0;6.1;0;0;0;1.937;0;5;5;;;;;;;;;;;0;0;19.728;0;6;2;2;6;6;6;2;There is no evidence of the long term effects of the vaccine. I am young and fit so not at an immediate concern;4;3;3;;;2;7;99;;;;2;2;5;2;2;7;5;5;3;3;5;6;;2;2;;20;1;5;;2;9;1;;5;1;;1;No
2021-01-28 09:21:47;2021-01-28 09:37:11;0;100;924;1;2021-01-28 09:37:12;53.298095703125;-7.289794921875;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 10.0;1366x768;;;;;;;;;1;1;1;5;3;3;4;3;;;;;3;6;3;3;1;1;0;0;29.232;0;14.119;27.192;29.278;3;7;6;;;;;;;;;;;0;0;67.1;0;4;4;4;5;5;4;4;I don't have much choice.  Have it and risk it's side effects,or refuse and risk contracting the Virus at 70 plus years of age which probably will prove fatal. Can't continue to hibernate like I am doing at the moment.;4;3;4;;;1;7;99;6;1;6;;;;1;1;1;1;6;1;5;6;3;not sure;1;1;no;70;1;3;;2;3;1;;29;1;;1;
2021-01-28 09:33:49;2021-01-28 09:38:30;0;100;281;1;2021-01-28 09:38:30;53.3347015380859375;-6.543792724609375;anonymous;EN-GB;1;Safari;14.0.1;Macintosh;768x1024;;;;;;;;;7;5;4;5;6;7;5;6;;;;;4;7;5;6;4;6;;;;;;;;;;;4.583;4.583;5.002;1;2.211;3.685;3.731;2;7;4;16.072;18.503;18.54;3;7;2;7;5;4;6;3;As I trust the EMA because the vaccine is good;3;2;4;;;3;7;99;7;6;3;;;;2;1;6;4;5;5;5;6;7;;3;2;;19;1;4;;2;3;1;;13;1;;3;I really like this survey
2021-01-28 09:10:41;2021-01-28 09:41:18;0;100;1836;1;2021-01-28 09:41:18;52.6634063720703125;-8.6324005126953125;anonymous;EN-GB;1;Safari iPad;12.1.2;iPad;768x1024;5;3;3;7;4;6;7;6;;;;;;;;;7;7;5;5;;;;;6;7;10.469;23.437;25.988;2;9.142;22.606;82.648;2;7;7;;;;;;;;;;;63.896;64.451;65.302;2;7;4;7;7;7;7;4;work as a frontliner;4;4;4;;;2;7;90;;;;7;7;7;2;2;1;1;7;1;4;7;4;;1;2;;53;1;8;;1;5;1;;17;2;Filipino;3;great survey
2021-01-28 09:45:50;2021-01-28 09:47:24;0;100;93;1;2021-01-28 09:47:24;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 6.1;1366x768;;;;;;;;;3;5;5;6;7;5;6;7;;;;;6;6;5;6;6;7;;;;;;;;;;;1.714;2.017;2.416;2;0;0;1.377;0;6;7;1.785;1.785;3.17;1;6;5;6;7;7;7;4;ok;3;4;3;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 09:42:55;2021-01-28 09:53:38;0;100;643;1;2021-01-28 09:53:39;52.6634063720703125;-8.6324005126953125;anonymous;EN-GB;1;Safari iPad;9.0;iPad;768x1024;6;6;6;7;5;5;7;7;;;;;;;;;7;7;5;4;;;;;5;5;;;;;;;;;;;29.697;29.697;31.202;1;4;4;5.552;1;7;7;28.754;28.754;37.272;1;7;5;7;7;7;7;4;I trust the healt board when the say it is safe so I will get it.;1;3;4;4;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 09:48:07;2021-01-28 09:59:13;0;100;665;1;2021-01-28 09:59:13;52.3376007080078125;-6.4503021240234375;anonymous;EN-GB;1;Chrome;88.0.4324.93;Android 10;412x869;6;5;5;7;3;5;6;7;;;;;;;;;6;7;5;5;;;;;5;5;19.964;19.964;22.401;1;16.384;17.08;23.153;2;7;4;;;;;;;;;;;14.285;32.285;40.549;5;4;4;5;5;6;5;3;I don't want to get infected and spread it to family members that are vulnerable.;4;3;1;;;2;7;99;;;;6;5;7;2;1;1;2;3;6;4;6;6;;3;2;;24;1;5;;2;3;1;;11;2;Irish;1;No. 
2021-01-28 09:51:18;2021-01-28 10:01:03;0;100;584;1;2021-01-28 10:01:03;52.843597412109375;-8.9864044189453125;anonymous;EN-GB;1;Safari iPhone;14.0.2;iPhone;375x667;4;4;4;4;2;4;4;5;;;;;;;;;4;4;3;4;;;;;4;4;;;;;;;;;;;2.397;2.397;4.641;1;2.577;7.576;10.953;4;3;3;1.417;1.417;7.976;1;3;3;4;4;3;3;3;Not sure ;3;3;4;;;2;7;99;;;;7;7;4;1;2;5;4;4;3;1;4;3;Not sure ;1;2;;40;2;1;;2;3;1;;3;1;;1;No
2021-01-28 10:00:39;2021-01-28 10:11:46;0;100;666;1;2021-01-28 10:11:46;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari iPhone;13.1.2;iPhone;414x736;4;3;4;6;3;3;5;5;;;;;;;;;5;2;4;5;;;;;4;3;1.289;6.856;8.268;3;1.32;17.088;18.251;5;6;7;;;;;;;;;;;9.854;30.308;31.954;7;5;6;7;4;3;5;3;If it mandatory for travelling I have to do it, otherwise I’m not so sure I would take it;2;3;2;1;;2;7;99;;;;5;7;2;2;2;3;3;5;4;1;5;4;;1;2;;30;2;6;;2;3;1;;7;2;Italian;3;
2021-01-28 10:10:23;2021-01-28 10:13:26;0;100;183;1;2021-01-28 10:13:26;52.13580322265625;-8.2758026123046875;anonymous;EN-GB;1;Chrome iPhone;87.0.4280.77;iPhone;414x896;4;4;4;4;4;3;4;4;;;;;;;;;3;3;3;3;;;;;4;5;;;;;;;;;;;3.647;3.647;5.088;1;1.029;1.029;2.399;1;5;5;3.377;3.377;4.89;1;5;4;5;4;4;4;2;I don’t believe ;1;1;1;1;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 10:12:16;2021-01-28 10:14:17;0;100;120;1;2021-01-28 10:14:17;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari iPhone;12.1.2;iPhone;414x736;4;4;3;5;5;5;4;3;;;;;;;;;4;4;3;3;;;;;7;5;;;;;;;;;;;2.183;2.183;3.076;1;0.705;0.705;2.771;1;7;5;0.716;0.716;2.212;1;6;7;7;7;7;4;1;Will wait ;2;1;1;2;;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-28 10:07:27;2021-01-28 10:14:57;0;100;449;1;2021-01-28 10:14:57;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari;14.0.2;Macintosh;768x1024;;;;;;;;;4;3;2;6;4;5;7;7;;;;;5;7;3;3;4;3;;;;;;;;;;;0;0;12.356;0;0.624;18.028;19.122;3;7;3;0.808;8.171;9.842;2;5;4;3;7;5;4;3;I believe it is safe and vital to get vaccinated for the public good and my own general health.;3;3;3;1;;2;7;99;6;7;5;;;;2;2;3;4;4;2;3;3;4;;1;1;A smart city is an urban area, where collected surveillance data is used to improve various operations in this area. ;34;1;7;;2;7;1;;7;1;;1;
2021-01-28 10:12:36;2021-01-28 10:17:00;0;100;263;1;2021-01-28 10:17:00;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari iPhone;14.0.2;iPhone;414x896;7;6;6;7;5;6;6;6;;;;;;;;;7;7;4;5;;;;;7;7;;;;;;;;;;;0;0;0.824;0;0.665;0.665;2.311;1;7;7;0.306;0.808;2.08;2;7;7;7;7;7;7;4;I do not have any problems in taking the vaccine and I think it’s a good way to stop the virus and things come back to normal;4;4;4;;;2;7;99;;;;7;7;6;1;1;7;7;4;4;4;7;7;;2;2;;26;2;5;;2;3;1;;17;2;Portuguese;3;No
2021-01-28 10:10:19;2021-01-28 10:18:13;0;100;473;1;2021-01-28 10:18:13;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Chrome;87.0.4280.141;Windows NT 10.0;1366x768;;;;;;;;;6;7;6;7;6;7;7;7;;;;;7;7;4;5;6;6;;;;;;;;;;;0;0;3.212;0;0;0;4.673;0;7;5;0;0;20.301;0;7;3;3;7;7;7;4;i really trust pfizer;4;4;4;;;2;7;99;7;7;7;;;;2;2;7;7;5;5;5;4;4;;1;2;;38;2;6;;2;9;1;;5;2;filipino;3;none
2021-01-28 10:08:29;2021-01-28 10:18:13;0;100;584;1;2021-01-28 10:18:14;51.8979949951171875;-8.4889984130859375;anonymous;EN-GB;1;Chrome;88.0.4324.104;Windows NT 10.0;1280x720;;;;;;;;;5;3;4;4;4;1;3;5;;;;;4;3;2;2;4;4;4.87;4.87;5.849;1;5.864;5.864;10.936;1;7;4;;;;;;;;;;;60.554;60.554;62.277;1;3;6;5;3;3;6;2;Pfizer are exempt of any future problems or being taken to court they have nothing to loose if things go wrong;3;4;3;;;2;7;99;7;7;6;;;;2;2;3;3;4;4;5;6;4;;1;1;price surging;54;2;5;;2;9;1;;6;1;;2;
2021-01-28 10:07:41;2021-01-28 10:18:14;0;100;633;1;2021-01-28 10:18:14;53.3379058837890625;-6.25909423828125;anonymous;EN-GB;1;Safari;12.1.2;Macintosh;1440x900;;;;;;;;;7;7;7;7;7;7;7;7;;;;;4;7;3;3;7;7;;;;;;;;;;;0;0;25.224;0;0;0;33.334;0;7;2;0;0;55.174;0;7;2;2;7;7;7;4;have received the first dose of the vaccine as I work in health service;4;2;4;;;1;7;99;7;4;7;;;;2;2;7;7;4;6;5;3;6;;2;2;;61;2;3;;1;6;1;;26;1;;1;
