StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.5_First Click,Q8.5_Last Click,Q8.5_Page Submit,Q8.5_Click Count,Q8.6,Q8.7,Q10.3_First Click,Q10.3_Last Click,Q10.3_Page Submit,Q10.3_Click Count,Q10.5_First Click,Q10.5_Last Click,Q10.5_Page Submit,Q10.5_Click Count,Q10.6,Q10.7,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q141,Q142,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q140,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q.20.4,Q20.5,Q18.4,Q18.5,Q19.2_1,Q19.3,Q19.4,Q19.4_12_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6
2/1/2021 7:23,2/1/2021 7:34,0,100,701,1,2/1/2021 7:34,anonymous,SV,1,Safari,14.0.2,Macintosh,1440x900,,,,,,,,,7,7,7,7,2,7,7,7,,,,,7,7,4,4,7,7,,,,,,,,,,,0,0,12.48,0,0,0,22.528,0,7,4,,,,,,,0,0,35.196,0,7,2,2,7,7,7,7,4,Jag har tagit alla tillgängliga vaccin de senaste 73 åren utan att i något fall fått någon biverkning och litar till 100% på de nya vaccinerna också.,4,3,4,,,2,7,99,2,1,3,,,,2,2,4,7,7,7,2,7,7,,3,1,,73,1,6,,2,8,1,,5,1,,3,
2/1/2021 7:36,2/1/2021 7:38,0,100,72,1,2/1/2021 7:38,anonymous,SV,1,Chrome,89.0.4389.23,Windows NT 10.0,1280x720,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,0,0,1.35,0,5,5,0,0,1.204,0,5,5,5,5,5,5,5,3,nej,3,3,3,3,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 7:14,2/1/2021 7:39,0,100,1499,1,2/1/2021 7:39,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,320x568,1,1,1,5,2,1,5,3,,,,,,,,,2,7,1,1,,,,,1,1,22.258,35.206,47.091,2,7.048,51.886,91.72,6,7,7,,,,,,,,,,,,,,,,,12.056,86.515,92.894,5,4,7,4,4,4,3,4,2,"Vad jag har förstått så ger inte vaccinet 95% skydd och ingen vet hur länge det håller. Många som tagit vaccinet har ändå blivit sjuka, så det känns onödigt att utsätta sig för riskerna med ett oprövat vaccin om man ändå blir sjuk.",2,2,1,,,1,7,99,,,,3,4,1,2,2,5,3,5,1,3,4,1,Det kan bli så fel då alla länder har sina egna förutsättningar ,,1,,45,2,4,,2,8,1,,20,1,,1,
2/1/2021 7:21,2/1/2021 7:39,0,100,1078,1,2/1/2021 7:39,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,,,,,,,,6,6,6,7,5,5,7,6,,,,,6,7,5,1,2,1,0,0,34.947,0,0,0,50,0,6,7,,,,,,,,,,,,,,,,,0,0,71.989,0,7,1,6,7,7,6,7,4,"Vaccinet har nu prövats och testats i olika omgångar. Eftersom inga alvarliga biverkningar har konstaterats, känner jag mig trygg och vill ta denna spruta så fort som möjligt. Jag är 72 år gammal och annars helt frisk.",4,2,4,,,4,7,99,6,4,7,,,,2,2,1,1,5,5,1,6,4,,1,1,,72,1,6,,2,2,1,,21,2,Finska,3,"Angående frågan om modersmålet valde jag finska som mitt modersmål, men i själva verket är ja tvåspråkig, dvs svenska och finska."
2/1/2021 7:37,2/1/2021 7:47,0,100,564,1,2/1/2021 7:47,anonymous,SV,1,Edge,88.0.705.56,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,6,3,4,6,6,,,,,4,7,6,2,5,4,,,,,,,,,,,0,0,9.121,0,5.474,5.474,6.677,1,7,7,,,,,,,0,0,6.052,0,7,1,1,7,7,7,6,4,Varför inte? Verkar vara avsevärt säkrare än att få COVID-19.,3,3,4,,,2,7,99,1,1,7,,,,1,1,1,1,4,7,7,1,4,,,2,"Nej, men att de använder sig av beräkningar och modeller för att ta beslut är väl känt.",46,1,7,,2,7,1,,12,1,,1,
2/1/2021 6:20,2/1/2021 8:11,0,100,6670,1,2/1/2021 8:11,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,712x1138,6,6,6,6,5,4,5,6,,,,,,,,,5,6,6,6,,,,,6,6,,,,,,,,,,,0,0,477.633,0,0,0,101.199,0,7,7,,,,,,,0,0,187.929,0,5,6,6,7,6,4,6,3,Jag är mycket allergiskt mot många saker. Det är orsaken för att jag ska vaccinera mig när jag vara säkert att det hjälper min hälsa.,3,3,3,,Inga,2,7,99,,,,7,5,5,2,2,4,1,4,7,4,7,6,,2,1,,62,2,6,,2,1,1,,7,2,,3,Inga
2/1/2021 7:13,2/1/2021 8:27,0,100,4495,1,2/1/2021 8:28,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,,,,,,,,5,6,5,7,5,6,6,6,,,,,5,3,4,2,5,5,,,,,,,,,,,,,,,,,,,,,0,0,12.34,0,7,5,0,0,49.981,0,7,4,4,7,7,7,7,4,"Jag vill kunna börja leva mitt liv som vanligt igen! Jag skulle känna mig mycket tryggare om jag tar vaccinet, och kan börja resa igen",4,3,4,,,4,7,99,7,5,7,,,,1,2,2,2,4,4,3,5,5,,2,1,,51,2,6,,2,8,1,,11,1,,1,
2/1/2021 7:05,2/1/2021 8:35,0,100,5346,1,2/1/2021 8:35,anonymous,SV,1,Edge,88.0.705.50,Windows NT 10.0,1600x900,,,,,,,,,7,6,7,6,3,7,7,7,,,,,5,6,1,2,4,2,,,,,,,,,,,3.472,37.904,130.745,2,3.294,347.942,353.83,3,7,6,,,,,,,21.205,25.636,341.468,2,6,2,2,7,7,6,7,3,"jag tror att jag kommer att vänta lite mer tid tills det finns mer vetenskapliga bevis på effekterna av vaccinerna och resultaten införlivas i vaccinerna och kommer då att få vaccinet. under tiden fortsätter jag med rekommendationerna om socialt avstånd och skyddande personliga åtgärder, men kommer säkert att få vaccinet i framtiden ",4,1,1,,,4,7,99,6,3,3,,,,1,2,3,3,4,5,4,3,3,"det beror väsentligt på hur algoritmerna är utformade och vilken typ av överväganden som beaktas. det är oerhört viktigt att förstå vad som utvärderas och hur. Det är ungefär som statistik - du kan enkelt skada resultat och få partiska värden beroende på hur du gör frågorna, om du inte ställer frågor på rätt sätt, och detsamma kan hända med algoritmer. det är väldigt komplicerat, jag tycker att det borde användas för att jämföra situationer, och vid kumulativ upplevelse och uppnå inlärningskurvan kan det användas för beslutsfattande. EU tillhandahåller inte mycket information i användningen av algoritmer och informerar befolkningen, men jag förstår att detta är vägen framåt. ",1,1,,45,2,7,,2,1,1,,11,2,Portugisiska,3,"mycket intressant undersökning, jag var inte medveten om några av de saker som nämndes här. tack "
2/1/2021 16:10,2/1/2021 16:22,0,100,685,1,2/1/2021 16:22,anonymous,SV,1,Chrome,85.0.4183.127,Android 6.0,1280x800,4,4,4,5,5,4,4,4,,,,,,,,,4,5,3,3,,,,,4,4,,,,,,,,,,,53.472,158.46,161.751,3,53.845,80.531,81.386,2,7,3,,,,,,,10.75,16.186,17.723,2,6,2,3,7,6,4,6,3,Xxxxxxxxx,4,4,4,,,2,7,99,,,,2,2,6,1,2,1,5,3,4,5,4,4,,1,1,,59,2,4,,2,5,1,,2,1,,2,
2/2/2021 1:27,2/2/2021 1:28,0,100,93,1,2/2/2021 1:28,anonymous,SV,1,Edge,18.18362,Windows NT 10.0,1920x1200,,,,,,,,,5,5,6,6,5,4,5,5,,,,,5,4,5,5,5,5,0,0,1.264,0,0,0,3.336,0,4,5,,,,,,,,,,,,,,,,,0,0,2.858,0,4,5,5,5,5,4,5,3,för att de behövs för en bättre värd,3,3,2,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021 1:24,2/2/2021 1:30,0,100,338,1,2/2/2021 1:30,anonymous,SV,1,Safari iPhone,Unknown,iPhone,375x812,3,3,2,2,1,1,5,6,,,,,,,,,5,6,6,4,,,,,4,3,,,,,,,,,,,0.895,0.895,1.74,1,0.658,0.658,1.544,1,5,3,,,,,,,0.721,0.721,1.821,1,3,3,4,3,4,5,5,3,Jag är lite rädd för sprutor ,2,3,2,,,1,7,99,,,,7,4,4,1,2,1,3,4,4,5,4,5,,2,1,,21,1,3,,2,2,1,,18,1,,1,Nej
2/2/2021 1:28,2/2/2021 1:32,0,100,250,1,2/2/2021 1:32,anonymous,SV,1,Safari iPad,12.1.2,iPad,768x1024,1,1,1,1,1,1,1,1,,,,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,,0,0,1.318,0,0,0,9.625,0,2,1,,,,,,,1.036,1.036,1.086,1,2,1,2,1,2,1,1,2,Litar inte på det,1,1,1,1,,2,7,99,,,,2,2,1,2,2,2,2,4,1,1,2,2,Allas tänker och resonerar olika,1,1,,32,1,1,,2,2,1,,12,1,,3,
2/2/2021 1:28,2/2/2021 1:32,0,100,240,1,2/2/2021 1:32,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,412x732,5,3,3,2,7,2,3,2,,,,,,,,,3,5,3,4,,,,,2,4,,,,,,,,,,,1.144,44.176,45.632,3,0.637,19.551,21.401,6,3,5,,,,,,,0.431,1.113,22.54,2,4,4,2,3,6,5,4,3,Vet inte,2,3,2,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021 1:23,2/2/2021 1:32,0,100,510,1,2/2/2021 1:32,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,412x892,4,4,4,5,4,4,4,4,,,,,,,,,4,6,5,4,,,,,3,4,,,,,,,,,,,,,,,,,,,,,3.741,3.741,4.407,1,7,5,5.17,6.901,9.125,3,4,5,4,4,5,4,4,4,Vad finns det för val,2,2,2,,,3,7,99,,,,4,4,4,2,2,2,2,4,4,5,4,4,,1,2,Soc,50,1,4,,2,3,1,,5,1,,1,
2/2/2021 1:25,2/2/2021 1:32,0,100,417,1,2/2/2021 1:32,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1680x1050,,,,,,,,,5,5,5,5,4,5,5,5,,,,,4,6,6,4,4,5,0,0,8.935,0,0,0,6.748,0,7,7,,,,,,,,,,,,,,,,,0,0,6.586,0,6,6,5,6,5,5,6,4,Jag litar på att det är bra.,3,3,3,,,1,7,99,7,7,6,,,,1,2,5,5,7,6,1,7,7,,1,1,,76,2,5,,2,8,1,,14,1,,2,
2/2/2021 1:28,2/2/2021 1:33,0,100,312,1,2/2/2021 1:33,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,360x740,4,4,4,5,3,5,4,5,,,,,,,,,4,5,4,4,,,,,4,4,,,,,,,,,,,,,,,,,,,,,1.944,1.944,2.793,1,5,4,0.68,1.343,1.987,2,4,5,3,5,5,4,4,3,För det är tillräckligt med information för mig att inse att det är viktigt,3,3,4,,,2,7,99,,,,5,4,5,1,2,4,4,3,4,2,5,4,,1,1,,28,2,3,,1,2,1,,14,1,,1,Nej
2/2/2021 1:31,2/2/2021 1:33,0,100,121,1,2/2/2021 1:33,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,0,0,2.557,0,0,0,6.854,0,4,4,,,,,,,0,0,2.416,0,4,4,4,4,4,4,4,1,för att de gör det,4,4,4,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021 1:26,2/2/2021 1:33,0,100,419,1,2/2/2021 1:33,anonymous,SV,1,Chrome,87.0.4280.88,Macintosh,1440x900,,,,,,,,,4,4,4,1,2,3,4,4,,,,,5,2,2,5,4,4,0,0,13.893,0,0,0,1.752,0,4,3,,,,,,,,,,,,,,,,,0,0,1.393,0,5,6,5,3,5,3,4,1,jag litar inte på pengarföretag med mitt liv,2,2,2,,,2,7,99,3,3,3,,,,1,1,3,4,5,1,3,3,4,,2,1,,18,1,4,,2,1,1,,11,2,polska,3,nej
2/2/2021 1:23,2/2/2021 1:34,0,100,655,1,2/2/2021 1:34,anonymous,SV,1,Safari,4,Android 9,320x569,4,4,4,4,4,4,4,4,,,,,,,,,3,4,1,3,,,,,3,3,,,,,,,,,,,,,,,,,,,,,4.502,15.569,16.352,12,7,3,4.142,22.107,22.942,17,2,6,5,1,2,7,1,3,Tror att man blir tvungen att vaccinera sig. För att tex kunna åka utomlands igen. Så något vaccin måste nog användas. ,3,3,3,,,4,7,99,,,,6,1,4,2,1,1,5,2,4,1,1,2,Vet ej. Känns inte riktigt ok. ,1,2,Nej ,59,2,5,,2,6,1,,18,1,,1,
2/2/2021 1:23,2/2/2021 1:35,0,100,711,1,2/2/2021 1:35,anonymous,SV,1,Safari,14.0.3,Macintosh,810x1080,,,,,,,,,1,1,1,1,1,1,1,1,,,,,2,4,4,7,3,1,,,,,,,,,,,2.558,2.558,10.434,1,2.089,2.089,12.399,1,7,5,,,,,,,5.056,11.427,13.945,2,1,7,7,1,1,4,1,1,"Tänker inte ta några vacciner som pumpas ut oavsett hur mycket ni myndigheter pumpar ut hur säkert det är. Hur kan ni veta det när det knappt funnits några månader. Kommer nya uppgifter varje dag som ”experter” bara jahar bort. Nej ta era jävla sprutor, litar inte ett dugg på myndighets idioterna som härjar på detta jordklot. De är mer intresserade vad de får i plånboken. ",1,1,1,,,1,7,99,1,1,1,,,,1,2,3,3,4,1,1,2,1,"Ja en siffra fel räcker väl till många fel, så att lita på en algoritm är väl....ja ni fattar.

Bara den här siffran 99 ni ville man skulke skriva flrut. Varför just 99 ? Ni gillar verkligen illuminati siffrorna ?",,1,,33,1,6,,2,5,1,,21,1,,1,Nej
2/2/2021 1:32,2/2/2021 1:35,0,100,190,1,2/2/2021 1:35,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 6.2,1280x1024,,,,,,,,,1,4,3,3,6,1,4,1,,,,,3,2,1,1,4,3,0,0,1.236,0,0,0,0.921,0,5,2,,,,,,,,,,,,,,,,,0,0,1.313,0,6,2,5,2,2,5,3,3,nice,1,2,1,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021 1:28,2/2/2021 1:35,0,100,423,1,2/2/2021 1:35,anonymous,SV,1,Edge,88.0.705.56,Windows NT 10.0,1536x864,,,,,,,,,1,1,1,5,1,4,4,4,,,,,4,5,5,1,3,3,0,0,14.931,0,0,0,18.152,0,6,4,,,,,,,,,,,,,,,,,0,0,22.721,0,5,5,3,6,6,4,6,2,"Jag tror inte att jag behöver vaccin, aldrig vaccinerat mig mot influensa tidigare. Brukar aldrig bli sjuk, inte i någon riskgrupp,",3,3,3,,,1,7,99,1,1,1,,,,2,1,1,1,4,1,1,4,3,Tar inte hänsyn till mänskliga reaktioner,,1,,62,2,4,,2,6,1,,21,1,,1,Nej
2/2/2021 1:33,2/2/2021 1:35,0,100,112,1,2/2/2021 1:35,anonymous,SV,1,Safari,4,Android 10,360x760,5,4,4,4,6,3,4,4,,,,,,,,,4,4,4,3,,,,,4,3,,,,,,,,,,,0.468,0.468,1.16,1,0.333,0.333,1.235,1,4,3,,,,,,,0.388,0.388,1.148,1,4,4,4,4,5,5,4,2,Gillar ej vaccin ,3,3,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021 1:29,2/2/2021 1:36,0,100,399,1,2/2/2021 1:36,anonymous,SV,1,Edge,88.0.705.56,Windows NT 6.1,1280x1024,,,,,,,,,2,1,2,5,1,3,4,4,,,,,2,4,2,2,2,2,0,0,4.089,0,0,0,3.039,0,4,5,,,,,,,,,,,,,,,,,0,0,5.789,0,4,5,6,3,3,4,3,3,Måste tro på det,3,2,2,,,1,7,99,5,4,3,,,,2,2,3,3,4,5,5,5,2,tror ej på detta,3,1,,65,1,3,,2,4,1,,8,1,,1,nej
2/2/2021 1:32,2/2/2021 1:36,0,100,291,1,2/2/2021 1:36,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,,,,,,,,5,5,5,5,5,5,5,5,,,,,4,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,,0,0,3.802,0,6,4,15.425,15.425,16.487,1,5,4,5,5,5,5,5,3,vet ej,2,3,3,,,2,7,99,3,2,6,,,,1,2,4,5,4,5,5,5,5,,1,1,,31,1,4,,2,8,1,,11,2,kinesiska,3,vet ej
2/2/2021 1:33,2/2/2021 1:37,0,100,213,1,2/2/2021 1:37,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,2048x1152,,,,,,,,,5,4,5,6,4,5,5,6,,,,,6,6,4,2,5,6,,,,,,,,,,,0,0,1.078,0,0,0,1.336,0,6,6,,,,,,,0,0,1.36,0,3,6,3,5,6,6,6,3,Jag tror på det. ,3,3,3,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021 1:31,2/2/2021 1:37,0,100,367,1,2/2/2021 1:37,anonymous,SV,1,Chrome,83.0.4103.106,Android 8.0.0,360x640,4,4,4,6,5,4,5,5,,,,,,,,,5,7,2,3,,,,,3,3,,,,,,,,,,,3.421,6.022,6.903,5,1.79,7.596,8.176,12,5,4,,,,,,,4.779,28.605,30.356,18,6,3,3,6,5,5,5,4,Har redan tagit vaccinet,3,3,4,,,4,7,99,,,,7,5,5,2,2,1,4,5,2,2,2,2,Det är bara siffror,2,1,,46,2,4,,1,6,1,,11,1,,2,
2/2/2021 1:33,2/2/2021 1:38,0,100,283,1,2/2/2021 1:38,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,360x780,4,4,4,7,3,4,4,4,,,,,,,,,4,7,4,4,,,,,4,4,,,,,,,,,,,,,,,,,,,,,1.356,1.356,2.194,1,7,4,1.19,1.813,2.626,2,4,5,4,4,4,4,4,1,Tidigare sjukdomar orsakat av just vaccin ,3,3,3,,,3,7,99,,,,7,7,5,1,1,1,4,4,4,3,4,4,,,1,,27,2,4,,1,1,1,,19,1,,1,Nej
2/2/2021 1:34,2/2/2021 1:38,0,100,191,1,2/2/2021 1:38,anonymous,SV,1,Firefox,85,Windows NT 10.0,1366x768,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,1.555,2.688,3.265,2,1.213,1.213,2.403,1,4,4,,,,,,,1.201,1.201,2.381,1,4,4,4,4,4,4,4,2,känner inte till det,1,1,1,,,4,7,99,5,1,4,,,,2,1,4,4,1,4,4,4,4,,,1,,29,2,3,,2,1,1,,7,1,,1,
2/2/2021 1:29,2/2/2021 1:39,0,100,564,1,2/2/2021 1:39,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,,,,,,,,7,7,7,7,7,7,7,7,,,,,5,7,5,4,5,5,,,,,,,,,,,,,,,,,,,,,0,0,23.973,0,7,7,5.212,6.244,14.925,2,7,2,1,6,7,7,7,4,Det är varje individs ansvar att hjälpa till att inte sprida smitta,4,4,4,,,2,7,99,5,4,7,,,,2,2,7,7,4,5,5,3,6,,1,1,,21,1,4,,2,1,1,,14,1,,1,
2/2/2021 1:33,2/2/2021 1:40,0,100,412,1,2/2/2021 1:40,anonymous,SV,1,Chrome,83.0.4103.106,Android 10,412x892,1,1,1,1,1,1,1,1,,,,,,,,,2,7,4,3,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1.485,2.88,3.651,2,5,3,1.112,1.112,1.861,1,4,4,4,4,4,4,4,3,Bara om det hjälper mot sjukdomen / pandemin ,1,1,1,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021 1:23,2/2/2021 1:41,0,100,1049,1,2/2/2021 1:41,anonymous,SV,1,Chrome,83.0.4103.106,Android 10,360x740,4,4,4,5,1,3,4,5,,,,,,,,,3,3,3,5,,,,,3,3,1.481,2.925,3.629,2,1.254,1.254,2.442,1,7,7,,,,,,,,,,,,,,,,,6.819,11.37,12.442,4,3,6,4,3,4,3,4,1,Eftersom det är så pass nytt så har man inte full koll på konsekvenser och biverkningar,3,3,4,,,2,7,99,,,,6,4,4,1,2,4,5,5,4,2,3,3,Det ska ju göra processen billigare men man vet ju inte alltid om det blir korrekt,1,2,Ge uppehållstillstånd och beskattning,20,2,4,,2,1,1,,11,1,,1,
2/2/2021 1:30,2/2/2021 1:41,0,100,610,1,2/2/2021 1:41,anonymous,SV,1,Chrome,88.0.4324.96,Macintosh,2560x1440,,,,,,,,,4,4,4,4,4,4,4,4,,,,,3,5,3,4,4,3,,,,,,,,,,,0,0,21.727,0,0,0,20.222,0,7,6,,,,,,,0,0,37.933,0,4,3,3,3,4,4,4,1,Litar inte på vaccinet,1,1,1,,,4,7,99,3,2,4,,,,2,2,1,1,4,3,3,4,4,,,1,,59,2,2,,2,6,1,,12,1,,1,
2/2/2021 1:35,2/2/2021 1:41,0,100,357,1,2/2/2021 1:41,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,360x748,4,5,4,6,3,4,4,5,,,,,,,,,4,3,3,5,,,,,3,3,,,,,,,,,,,,,,,,,,,,,5.754,14.95,17.593,5,6,3,1.831,6.553,7.969,3,3,3,3,7,5,4,4,2,Vet inte ,2,2,2,,,1,7,99,,,,4,4,4,1,2,6,7,4,5,4,4,5,,1,1,,25,2,5,,1,2,1,,19,1,,1,Nej
2/2/2021 1:38,2/2/2021 1:42,0,100,190,1,2/2/2021 1:42,anonymous,SV,1,Chrome,88.0.4324.93,Android 11,385x845,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,,,,,4,4,,,,,,,,,,,0.44,0.84,1.241,2,0.336,0.336,1.035,1,4,4,,,,,,,0.346,0.346,1.219,1,4,3,4,4,4,4,4,2,.,2,2,2,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021 1:36,2/2/2021 1:42,0,100,361,1,2/2/2021 1:42,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,414x896,4,4,4,6,4,4,4,4,,,,,,,,,3,4,3,5,,,,,4,5,,,,,,,,,,,18.4,18.4,23.86,1,9.503,29.703,30.346,2,5,5,,,,,,,11.872,25.469,28.93,3,5,6,4,5,5,5,4,2,Jag vill vänta och se andra människors biverkningar ,2,2,2,3,Vet ej,2,7,99,,,,4,5,4,2,2,5,4,4,4,4,4,4,,2,2,Nej,37,2,5,,2,8,1,,21,1,,1,Nej
2/2/2021 1:39,2/2/2021 1:42,0,100,163,1,2/2/2021 1:42,anonymous,SV,1,Chrome,88.0.4324.93,Android 9,360x771,4,5,4,6,4,3,4,5,,,,,,,,,4,5,2,5,,,,,7,7,,,,,,,,,,,,,,,,,,,,,0.591,0.591,1.691,1,6,5,0.768,2.128,2.798,3,6,4,5,7,4,5,3,4,Det är jättebra ,4,3,3,3,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2021 1:37,2/2/2021 1:42,0,100,328,1,2/2/2021 1:42,anonymous,SV,1,Chrome,87.0.4280.152,CrOS x86_64 13505.111.0,1366x768,,,,,,,,,4,4,4,4,2,4,4,4,,,,,4,6,4,4,5,5,0,0,8.783,0,0,0,4.365,0,5,4,,,,,,,,,,,,,,,,,0,0,4.41,0,5,4,4,5,5,5,5,3,Jag vill bli immun mot Corona och stoppa smittspridningen,3,3,3,,,2,7,99,5,5,2,,,,1,1,3,3,5,4,4,5,5,,2,1,,40,1,5,,2,8,1,,11,1,,1,
2/2/2021 1:32,2/2/2021 1:43,0,100,677,1,2/2/2021 1:43,anonymous,SV,1,Edge,88.0.705.56,Windows NT 10.0,1920x1080,,,,,,,,,3,3,4,7,3,5,6,5,,,,,3,7,5,4,6,5,9.122,10.097,29.477,4,0,0,17.371,0,7,3,,,,,,,,,,,,,,,,,19.767,23.359,34.531,4,6,5,5,5,5,4,5,2,"Är osäker på biverkningar och vill att ett vaccin ska testas under en längre period innan, jag är också inte heller i riskzonen för att bli allvarligt sjuk. ",3,2,4,,,1,7,Har 99 något med undersökningen att göra?,7,5,7,,,,1,1,1,2,3,3,5,5,6,,1,1,,27,2,6,,2,1,1,,12,1,,1,Jag tror att 99% var hur stort skydd vaccinet gav
2/2/2021 1:36,2/2/2021 1:44,0,100,460,1,2/2/2021 1:44,anonymous,SV,1,Chrome,86.0.4240.198,Macintosh,1440x900,,,,,,,,,6,6,6,6,5,4,6,6,,,,,6,7,4,3,5,3,,,,,,,,,,,,,,,,,,,,,0,0,18.749,0,7,5,0,0,35.785,0,7,6,3,7,6,7,6,4,Viktigt att ta vaccinet så att covid 19 försvinner,4,4,4,,,4,7,99,6,6,6,,,,1,2,4,5,4,4,3,5,4,,,1,,22,2,5,,2,3,1,,11,1,,1,nej
2/2/2021 1:37,2/2/2021 1:44,0,100,395,1,2/2/2021 1:44,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1920x1200,,,,,,,,,4,4,4,4,4,4,4,4,,,,,2,4,2,2,4,4,0,0,9.643,0,0,0,6.594,0,4,4,,,,,,,,,,,,,,,,,0,0,15.343,0,4,4,4,4,4,4,4,4,för att jag tycker att alla ska ta vaccinet,3,3,3,2,,1,7,99,4,4,5,,,,2,2,2,2,4,4,4,4,4,,,1,,57,1,4,,1,8,1,,12,1,,3,
2/2/2021 1:30,2/2/2021 1:44,0,100,875,1,2/2/2021 1:44,anonymous,SV,1,Chrome,83.0.4103.106,Android 10,360x770,2,2,3,5,1,2,4,5,,,,,,,,,5,3,2,7,,,,,4,3,8.709,18.598,20.133,2,23.963,44.946,49.634,2,7,7,,,,,,,,,,,,,,,,,15.72,24.146,38.663,5,2,7,7,3,4,3,4,1,Alldeles för påskyndat jämnfört med andra vaccin,2,2,2,,,1,7,99,,,,2,5,1,2,1,1,1,5,4,4,6,4,,3,1,,27,1,4,,2,3,1,,20,1,,2,Bra enkät! 
2/2/2021 1:41,2/2/2021 1:46,0,100,272,1,2/2/2021 1:46,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,,,,,,,,5,5,5,5,5,4,4,4,,,,,5,7,4,5,5,5,0,0,4.592,0,0,0,1.086,0,5,5,,,,,,,,,,,,,,,,,0,0,1.83,0,6,5,5,6,6,6,6,4,Det är min skyldighet som samhällsmedborgare för att stoppa pandemin,3,3,3,1,,2,7,99,6,4,7,,,,2,1,1,2,5,4,4,4,5,,,1,,27,2,4,,2,6,1,,7,1,,1,
