StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q10.3_First Click,Q10.3_Last Click,Q10.3_Page Submit,Q10.3_Click Count,Q10.5_First Click,Q10.5_Last Click,Q10.5_Page Submit,Q10.5_Click Count,Q10.6,Q10.7,Q417_First Click,Q417_Last Click,Q417_Page Submit,Q417_Click Count,Q420,Q421,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q20.4,Q20.5,Q18.4,Q18.5,Q19.2_8,Q19.3,Q19.4,Q19.4_9_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6
1/27/2021 10:00,1/27/2021 10:03,0,100,134,1,1/27/2021 10:03,anonymous,NL,1,Chrome,88.0.4324.96,Macintosh,1440x900,,,,,,,,,5,6,5,5,5,5,5,6,,,,,5,6,6,5,5,5,0,0,1.694,0,0,0,5.762,0,5,4,,,,,,,0,0,12.32,0,4,6,5,6,5,4,3,"hgdheiryjemhj,wiehgjfnrbdf",2,3,3,3,cdndmjkfldf,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 10:02,1/27/2021 10:03,0,100,79,1,1/27/2021 10:03,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,414x896,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,,,,,4,4,,,,,,,,,,,0.778,0.778,1.675,1,4,4,0.553,1.187,1.872,2,4,4,4,4,4,4,3,Nee,2,3,3,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 10:01,1/27/2021 10:03,0,100,123,1,1/27/2021 10:03,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1920x1080,,,,,,,,,3,3,3,4,3,3,2,4,,,,,1,5,1,3,4,4,0,0,1.731,0,0,0,0.992,0,6,4,,,,,,,0,0,1.532,0,4,5,6,3,4,3,3,het moet,2,2,2,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 10:01,1/27/2021 10:06,0,100,291,1,1/27/2021 10:06,anonymous,NL,1,Safari,4,Android 11,384x845,5,3,3,4,4,2,5,4,,,,,,,,,3,5,1,4,,,,,4,3,5.305,10.157,25.996,4,5.977,7.89,8.379,4,6,5,,,,,,,5.091,5.748,8.64,2,6,5,4,5,4,6,3,Wil weer verder voor een iedereen heb er vertrouwen in,4,3,4,,,2,7,99,,,,7,5,4,1,2,5,4,4,2,4,5,5,,3,1,,55,1,4,,2,9,1,,2,1,,1,Geen
1/27/2021 9:59,1/27/2021 10:06,0,100,426,1,1/27/2021 10:06,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,,,,,,,,4,4,4,5,4,5,6,5,,,,,3,6,6,1,2,1,0,0,9.631,0,0,0,9.509,0,7,6,,,,,,,0,0,8.925,0,5,4,3,6,5,5,4,ik zou graag willen dat ik op geen manier anderen kan besmetten. ,3,2,3,,,2,7,99,4,1,6,,,,2,2,4,3,5,3,5,4,2,ze niet naar individuele zaken kijken ,2,1,,34,2,4,,2,6,1,,8,1,,1,x
1/27/2021 9:59,1/27/2021 10:06,0,100,425,1,1/27/2021 10:06,anonymous,NL,1,Safari,4,Android 8.0.0,360x640,6,6,6,6,5,5,6,6,,,,,,,,,4,7,4,4,,,,,5,5,1.194,14.613,16.326,3,2.988,15.474,17.424,4,7,7,,,,,,,0.933,1.624,2.814,2,7,6,6,5,5,5,3,omdat als het helpt ik dat wel doe,3,3,3,,,2,7,99,,,,7,1,7,2,2,5,5,6,1,1,5,5,,,1,,36,2,4,,2,3,1,,5,1,,1,
1/27/2021 10:03,1/27/2021 10:07,0,100,259,1,1/27/2021 10:07,anonymous,NL,1,Chrome,83.0.4103.106,Android 7.0,360x640,6,6,5,6,4,7,7,6,,,,,,,,,7,7,7,7,,,,,7,6,,,,,,,,,,,0.385,0.385,1.175,1,7,7,0.451,0.451,1.479,1,7,7,6,7,6,6,4,Omdat de kans op besmetting dan kleiner is en ziek te worden,3,3,3,,,3,7,99,,,,6,6,6,1,2,7,4,5,6,5,5,5,,2,1,,26,2,4,,1,2,1,,3,1,,1,
1/27/2021 10:02,1/27/2021 10:08,0,100,390,1,1/27/2021 10:08,anonymous,NL,1,Safari iPhone,14.0.1,iPhone,375x667,5,5,6,6,6,4,5,4,,,,,,,,,5,4,5,7,,,,,4,5,0.437,1.01,2.28,3,0.761,2.163,3.088,2,5,6,,,,,,,1.329,2.162,3.096,3,6,6,5,5,5,6,2,Ik vertrouw het niet helemaal aangezien ik een paar dingen gezien heb op internet die mij mening hebben veranderd,3,3,3,,,2,7,99,,,,5,4,6,2,2,5,4,4,4,5,5,5,,2,1,,30,1,5,,2,7,1,,9,1,,1,Goede enquête die past bij deze tijd
1/27/2021 10:05,1/27/2021 10:09,0,100,239,1,1/27/2021 10:09,anonymous,NL,1,Chrome,88.0.4324.93,Android 10,412x846,6,6,6,5,5,5,6,3,,,,,,,,,6,3,2,2,,,,,7,3,1.768,1.768,9.832,1,0.819,0.819,1.628,1,6,5,,,,,,,0.517,1.469,2.119,2,5,4,6,4,4,6,3,Ik wil eerst kijken wat het doet,3,2,3,,Bn,3,7,99,,,,7,7,7,2,1,6,4,6,6,6,6,6,,2,1,,28,2,5,,2,3,1,,3,1,,2,
1/27/2021 10:00,1/27/2021 10:09,0,100,598,1,1/27/2021 10:10,anonymous,NL,1,Chrome,87.0.4280.141,Android 10,412x869,5,6,5,6,4,4,5,5,,,,,,,,,5,6,5,5,,,,,5,4,5.147,35.278,35.934,3,2.276,31.347,32.029,6,5,5,,,,,,,1.329,38.135,38.889,3,5,5,5,5,6,6,3,Zo word ik niet ziek en ik denk dat het veilig genoeg is,3,3,3,,,1,7,99,,,,6,5,5,1,2,5,6,4,5,3,5,5,,,1,,19,2,4,,2,3,1,,3,1,,1,Nee
1/27/2021 10:04,1/27/2021 10:10,0,100,405,1,1/27/2021 10:10,anonymous,NL,1,Safari,14.0.2,Macintosh,768x1024,,,,,,,,,2,3,3,4,2,5,3,3,,,,,6,3,1,1,2,2,,,,,,,,,,,0,0,15.023,0,6,4,13.253,13.253,14.534,1,4,4,6,5,3,4,1,Geloof niet in vaccinatie ,2,2,2,,,3,7,99,5,2,3,,,,2,2,3,3,5,4,3,2,2,Te gen,2,2,Nee,62,1,8,,2,8,1,,3,1,,1,
1/27/2021 9:58,1/27/2021 10:11,0,100,730,1,1/27/2021 10:11,anonymous,NL,1,Chrome,83.0.4103.106,Linux x86_64,1280x800,,,,,,,,,5,5,5,6,6,5,6,6,,,,,4,6,4,2,4,6,,,,,,,,,,,100.836,100.836,102.133,1,7,4,63.109,63.109,70.139,1,7,2,2,7,7,7,4,Ik vind het gewoon belangrijk dat iedereen zich inent,4,1,1,,,3,7,99,5,1,6,,,,2,2,4,5,5,1,2,6,4,,2,2,Nee,54,1,2,,2,9,1,,12,1,,1,Nee
1/27/2021 10:00,1/27/2021 10:12,0,100,723,1,1/27/2021 10:12,anonymous,NL,1,Chrome,88.0.4324.93,Android 9,360x780,5,5,5,4,5,4,4,5,,,,,,,,,4,6,4,4,,,,,4,3,,,,,,,,,,,15.321,17.53,20.379,4,5,6,3.242,54.534,64.578,59,6,3,3,4,6,6,4,"Ik wil van de maatregelen af, dus vacineren heel erg graag. ",4,3,4,,,2,7,99,,,,4,4,5,2,2,3,3,4,4,5,3,3,"Te vaag allemaal, denk ik. ",2,2,Nou ik geloof dat ze dan bepaalde groepen. Mensen dan onder de loep nemen. ,33,2,2,,2,4,1,,2,1,,1,
1/27/2021 10:05,1/27/2021 10:14,0,100,509,1,1/27/2021 10:14,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,,,,,,,,1,1,1,6,1,3,3,3,,,,,5,7,2,3,4,3,0,0,11.943,0,0,0,11.538,0,6,7,,,,,,,0,0,20.576,0,5,7,7,6,6,7,4,ben risicogroep,2,2,2,,,1,7,99,7,7,1,,,,2,2,4,7,4,4,4,2,3,houden geen rekening met menselijke emoties,1,1,,50,1,5,,2,6,1,,3,1,,3,ja doe dit vaker
1/27/2021 10:04,1/27/2021 10:15,0,100,642,1,1/27/2021 10:15,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1600x900,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,3,4,4,,,,,,,,,,,0,0,59.342,0,5,4,0,0,67.454,0,5,4,4,5,5,5,3,Anders bestaat de mogelijkheid dat je misschien niet meer naar het buitenland kunt reizen.,3,3,3,,,3,7,99,5,5,5,,,,2,1,5,5,4,3,4,4,4,,,1,,55,1,4,,2,4,1,,9,1,,1,
1/27/2021 10:07,1/27/2021 10:15,0,100,517,1,1/27/2021 10:15,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,,,,,,,,,5,4,4,7,5,3,4,5,,,,,3,6,1,5,5,2,1.475,1.475,28.664,1,0,0,48.113,0,5,4,,,,,,,0,0,9.134,0,5,6,5,6,5,4,3,Als ik weet of ik er voor moet betalen ,3,4,3,,,2,7,99,5,6,5,,,,2,2,3,5,2,5,3,4,3,Ze een eenzijdige kijk krijgen ,,1,,20,2,3,,2,7,1,,3,1,,1,Love Leiden
1/27/2021 10:10,1/27/2021 10:16,0,100,375,1,1/27/2021 10:16,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,414x896,3,2,2,3,1,2,2,3,,,,,,,,,2,1,1,4,,,,,2,2,,,,,,,,,,,0.531,0.531,1.978,1,2,2,2.356,2.356,3.666,1,2,7,2,4,2,5,1,"Ik heb zelf corona gehad en t was maar een verkouden, ik heb liever 2x per jaar corona dan zo’n vieze spuit in me. en als andere mensen t wel nemen die dan beschermen ze hun zelf dus waarom zou ik het dan nemen. k hoef het niet",1,1,1,,,2,7,99,,,,2,2,1,1,2,2,2,6,4,3,5,1,Overheid alleen aan hun zelfbelang geeft ,3,1,,28,2,5,,2,5,1,,2,1,,1,nee
1/27/2021 10:07,1/27/2021 10:16,0,100,560,1,1/27/2021 10:16,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,,,,,,,,,6,6,6,7,5,6,6,6,,,,,4,6,4,4,4,4,,,,,,,,,,,0,0,56.323,0,7,4,0,0,59.234,0,4,3,3,5,6,6,3,Naar mijn idee is dit vaccin gewoon veilig en verschilt het in de basis niet van andere vaccins.,3,3,3,,,3,7,99,6,5,6,,,,2,2,4,5,3,5,5,4,5,,,1,,23,2,5,,2,2,1,,12,1,,1,
1/27/2021 10:15,1/27/2021 10:17,0,100,108,1,1/27/2021 10:17,anonymous,NL,1,Safari iPhone,14.0.1,iPhone,414x736,4,3,3,5,3,3,4,2,,,,,,,,,2,3,2,2,,,,,2,1,,,,,,,,,,,0.538,0.538,1.678,1,2,2,0.506,0.506,1.659,1,2,1,3,2,2,3,2,Cmd dockb,2,3,3,3,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 10:04,1/27/2021 10:17,0,100,809,1,1/27/2021 10:17,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,,,,,,,,6,7,6,7,7,7,6,6,,,,,6,7,7,6,6,6,,,,,,,,,,,0,0,17.767,0,6,2,0,0,26.53,0,6,2,2,6,6,6,4,Ik geloof dat het vaccin veilig is en dat alle beschikbare gegevens zorgvuldig zijn geanalyseerd,3,3,4,,,2,7,99,6,7,6,,,,2,2,5,4,3,6,4,5,6,,2,1,,31,1,9,PhD,2,5,1,,9,2,Engels,3,Nee
1/27/2021 10:02,1/27/2021 10:18,0,100,923,1,1/27/2021 10:18,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,375x667,4,4,4,5,5,4,3,4,,,,,,,,,3,3,4,4,,,,,3,2,1.392,40.679,42.368,6,2.079,12.883,14.201,6,3,5,,,,,,,1.589,14.672,18.7,7,3,6,5,3,4,5,3,Waarschijnlijk heb ik geen keus omdat ik van dingen ga worden uitgesloten als ik me niet laat inenten. Ik denk echt dat we die kant op gaan.,3,2,3,,,1,7,99,,,,4,3,3,1,2,4,2,5,3,3,3,3,Het voor hun eigen belang is,1,1,,29,2,8,,2,9,1,,2,1,,1,
1/27/2021 10:07,1/27/2021 10:18,0,100,660,1,1/27/2021 10:18,anonymous,NL,1,Chrome,88.0.4324.96,Macintosh,1440x900,,,,,,,,,7,7,7,7,5,7,7,7,,,,,6,7,3,2,6,5,,,,,,,,,,,0,0,35.125,0,7,3,0,0,24.398,0,6,1,1,7,6,7,4,Ik geloof dat elk van de tot nu goedgekeurde vaccins tegen COVID-19 veilig zijn en heb daarom geen voorkeur voor welk vaccin t.z.t. voor mij beschikbaar komt. ,4,3,4,,,3,7,99,6,2,7,,,,2,2,2,5,1,6,5,4,5,,1,1,,41,2,6,,2,9,1,,3,1,,3,
1/27/2021 10:04,1/27/2021 10:18,0,100,807,1,1/27/2021 10:18,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,375x667,5,5,6,6,6,4,5,4,,,,,,,,,6,7,5,4,,,,,5,6,0.778,12.358,22.907,5,0.654,21.031,22.014,5,7,4,,,,,,,4.079,5.479,6.286,2,6,3,3,5,5,6,3,Ik geloof dat wetenschappers niet beïnvloed worden door politiek. Het vaccin lijkt mij betrouwbaar.,4,3,3,,,2,7,99,,,,6,4,6,2,2,3,5,3,5,3,3,5,,2,1,,18,2,2,,2,4,1,,3,1,,1,Duidelijke en interessante vragenlijst 
1/27/2021 10:16,1/27/2021 10:19,0,100,125,1,1/27/2021 10:19,anonymous,NL,1,Safari iPhone,14.0.1,iPhone,375x667,4,4,1,3,4,5,4,2,,,,,,,,,3,4,5,4,,,,,3,5,0.464,1.015,1.771,2,0.501,0.501,2.669,1,3,4,,,,,,,0.419,1.765,2.309,3,4,4,5,2,3,6,3,Omdat er wel kans is dat het gaat gebeuren. ,2,3,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 10:02,1/27/2021 10:19,0,100,992,1,1/27/2021 10:19,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1280x720,,,,,,,,,1,1,1,4,4,1,5,4,,,,,4,4,1,4,2,2,,,,,,,,,,,0,0,361.223,0,7,4,0,0,2.473,0,2,7,7,1,4,7,3,Er is geen uitvoerige onderzoek gedaan voor de vaccins.,1,2,2,,,3,7,99,7,7,1,,,,2,2,1,1,4,1,1,1,1,Eenzijdig,,1,,62,1,5,,2,2,1,,2,1,,3,Nee
1/27/2021 10:12,1/27/2021 10:19,0,100,449,1,1/27/2021 10:19,anonymous,NL,1,Safari iPhone,Unknown,iPhone,414x896,5,5,5,6,4,5,4,4,,,,,,,,,5,5,3,4,,,,,4,3,,,,,,,,,,,8.143,8.143,10.83,1,6,4,8.512,11.837,13.631,4,3,4,5,4,6,5,3,Als het werkt en er geen gevaarlijke bijwerkingen zijn wil ik het overwegen,3,3,3,,,2,7,99,,,,5,6,6,2,1,4,2,7,4,4,5,4,,1,1,,46,2,5,,2,9,1,,9,1,,1,Nee
1/27/2021 10:04,1/27/2021 10:19,0,100,912,1,1/27/2021 10:19,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1536x864,,,,,,,,,2,2,2,6,2,1,4,6,,,,,7,3,3,4,6,5,0,0,21.869,0,0,0,8.828,0,7,4,,,,,,,0,0,222.062,0,1,7,7,1,1,7,2,ik vertrouw het niet en nu zeker niet meer na het lezen van de tekst over voorwaardelijke vergunning voor 1 jaar en de tekst over dat men twee jaar lang gevold wordt om informatie te verzamelen over de veiligheid. Het is dus niet bekend of het veilig en effectief is. Ik doe liever niet mee aan een experiment,4,4,4,,,2,7,99,6,5,2,,,,2,2,4,6,6,1,7,7,6,,1,1,,50,2,5,,2,9,1,,2,1,,1,
1/27/2021 9:59,1/27/2021 10:21,0,100,1343,1,1/27/2021 10:21,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1920x1080,,,,,,,,,5,5,5,6,5,5,5,5,,,,,5,6,4,2,5,5,,,,,,,,,,,0,0,32.124,0,7,4,0,0,680.13,0,6,4,4,6,6,6,3,als er tussenetijds geen veranderingen zijn qua veiligheid,3,3,3,,,1,7,99,5,5,5,,,,2,2,5,6,6,4,4,4,5,,1,2,nee,64,1,8,,2,7,1,,2,1,,1,nee
1/27/2021 10:14,1/27/2021 10:23,0,100,530,1,1/27/2021 10:23,anonymous,NL,1,Safari,4,Android 9,360x640,4,4,4,6,4,4,4,4,,,,,,,,,4,7,2,4,,,,,1,1,1.516,9.759,12.954,11,1.135,17.737,19.901,12,7,5,,,,,,,2.081,8.394,10.659,12,6,1,2,5,6,4,3,Nee,3,3,3,,Geen,2,7,99,,,,4,4,4,2,2,4,4,2,7,3,1,1,Makkelijk te manipuleren,1,2,Toeslagen affaire ,54,1,3,,2,3,1,,5,1,,1,
1/27/2021 10:16,1/27/2021 10:24,0,100,468,1,1/27/2021 10:24,anonymous,NL,1,Safari iPhone,12.1.2,iPhone,375x667,4,4,4,4,4,4,5,6,,,,,,,,,2,2,2,3,,,,,5,4,,,,,,,,,,,5.227,12.696,14.483,3,7,5,7.119,23.979,26.099,6,4,5,4,4,4,5,2,"Ik wil liever geen vaccin, ik voel me er niet prettig bij iets ingespoten te krijgen wat zo snel ontwikkeld is en waarover zo weinig bekend is ivm gevolgen voor gezondheid en toekomst.
Ook ben ik bang voor een allergische reactie aangezien ik erg gevoel reageer op sommige medicatie ",2,1,2,1,,3,7,99,,,,6,4,4,2,2,4,6,4,4,4,4,4,,,1,,39,2,4,,2,7,1,,12,1,,3,
1/27/2021 10:14,1/27/2021 10:25,0,100,667,1,1/27/2021 10:25,anonymous,NL,1,Chrome,88.0.4324.93,Android 10,360x740,1,1,1,3,1,2,1,4,,,,,,,,,3,1,1,3,,,,,1,1,,,,,,,,,,,3.568,7.427,8.757,3,6,5,3.01,13.309,14.091,4,3,6,6,1,2,4,1,"Het feit dat de bijwerkingen heftige spierpijn en ernstige vermoeidheid kunnen zijn neem ik het vaccin niet. Ik ben chronisch ziek met al heftige spierpijn en en ernstige vermoeidheid. Dat zou dus inhouden dat ik niks meer kan en ik weet uit ervaring dat ik niet volledig op mijn oude niveau terug kom kwam pijnniveau en renteniveau. Dan wordt ik liever 'normaal ziek' dan het lot te tarten.
Laatste keer zware griep was voor mij in 2011.
Ik neem het griepvaccin ook niet, dus waarom deze wel. Er is te weinig bekend hierover. Zeker met alle mutaties die optreden.",2,2,2,,,3,7,99,,,,3,5,3,2,1,4,4,4,1,2,3,1,Iedereen op 1 hoop gegooid wordt. Er word niet meer naar de persoon gekeken maar je bent letterlijk een nummer,1,1,,50,2,4,,1,2,1,,12,1,,1,
1/27/2021 10:14,1/27/2021 10:26,0,100,700,1,1/27/2021 10:26,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,414x896,4,6,6,6,3,4,4,4,,,,,,,,,3,5,4,4,,,,,4,4,,,,,,,,,,,1.167,1.601,2.532,2,6,4,1.845,1.845,3.43,1,5,4,4,4,4,5,2,"Ik heb er nooit eerder van gehoord en zie het dus niet als een inenting die echt nodig is voor mij. Ik ben ook eerder tegen inenten dan voor het inenten, tenzij dat het echt nodig is ",3,3,3,,,3,7,99,,,,5,3,3,1,2,3,2,2,5,2,5,4,,,1,,18,2,4,,2,3,1,,12,1,,1,
1/27/2021 10:15,1/27/2021 10:26,0,100,648,1,1/27/2021 10:26,anonymous,NL,1,Chrome,83.0.4103.106,Android 8.1.0,360x640,2,2,4,4,2,4,4,5,,,,,,,,,3,4,1,4,,,,,1,3,9.223,27.311,27.99,4,20.693,49.001,50.231,6,7,2,,,,,,,16.726,44.357,44.978,6,5,3,3,6,4,3,2,Nog te weinig bekend wat het na 1 jaar en later doet,3,2,2,,,1,7,99,,,,6,4,2,2,2,2,1,4,5,2,5,4,,,1,,47,2,5,,1,2,1,,2,1,,1,
1/27/2021 10:18,1/27/2021 10:29,0,100,664,1,1/27/2021 10:29,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 6.3,1360x768,,,,,,,,,1,1,1,1,1,1,1,1,,,,,1,1,7,1,1,1,0,0,30.648,0,0,0,24.218,0,1,7,,,,,,,0,0,55.871,0,1,7,7,1,1,7,1,GEEN VERTROUWEN IN DE OVERHEDEN EN DE SNELHEID WAARMEE ALLES IS GEGAAN,1,1,1,,,2,7,99,1,1,1,,,,2,2,7,7,4,1,7,7,1,systemen beinvloedbaar zijn ,1,1,,50,1,7,,2,9,1,,3,1,,1,
1/27/2021 10:24,1/27/2021 10:33,0,100,499,1,1/27/2021 10:33,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,4,4,5,4,4,,,,,2,5,2,4,2,2,,,,,,,,,,,0,0,20.909,0,5,4,0,0,32.157,0,4,4,3,5,5,6,3,Indien de cijfers over bijwerkingen blijven kloppen lijkt het wel een goed medicijn,3,2,3,,,2,7,99,4,4,4,,,,2,2,4,3,3,4,4,3,2,er geen rekening wordt gehouden met specifieke omstandigheden. En het herroepen van een beslissing bijna onmogelijk is,1,2,Kindertoeslagaffaire,51,2,5,,2,7,1,,10,1,,1,
1/27/2021 10:24,1/27/2021 10:38,0,100,860,1,1/27/2021 10:38,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,,,,,,,,4,4,4,5,4,5,5,5,,,,,5,6,3,4,4,3,,,,,,,,,,,29.797,29.797,32.241,1,6,5,38.383,38.383,42.459,1,3,5,3,5,5,5,3,Ik heb vooralsnog geen reden om me niet te laten inenten. Ik wil graag terug naar het normale leven.,3,3,3,,,2,7,99,5,5,2,,,,2,2,2,6,5,5,4,6,3,"De overheid te weinig kennis lijkt te hebben van algoritmen, zodat ze deze verkeerd interpreteren of te laat bijstellen.",3,2,Discriminatie door de Belastingdienst in de Toeslagenaffaire. ,51,2,8,,2,8,1,,12,1,,1,
1/27/2021 10:06,1/27/2021 10:39,0,100,1952,1,1/27/2021 10:39,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,,,,,,,,4,4,4,6,6,3,6,6,,,,,2,7,2,2,4,3,,,,,,,,,,,1.635,13.208,67.488,2,6,3,36.201,36.201,64.717,1,7,3,2,7,7,7,4,Ik wil mijzelf en eventueel anderen beschermen.,4,4,4,,,3,7,99,5,1,6,,,,1,2,3,2,4,5,7,2,4,,2,1,,27,2,5,,2,9,1,,3,1,,1,
1/27/2021 10:13,1/27/2021 10:46,0,100,2000,1,1/27/2021 10:46,anonymous,NL,1,Chrome,88.0.4324.93,Android 10,412x892,5,6,5,7,4,4,3,7,,,,,,,,,1,4,5,4,,,,,4,5,,,,,,,,,,,3.438,3.438,215.775,1,7,7,0.996,0.996,1.601,1,6,5,6,4,3,4,3,Ik vertrouw het niet helemaal,1,3,1,,,3,7,99,,,,7,1,4,2,2,5,6,4,7,2,5,5,,2,1,,20,1,5,,1,3,1,,12,1,,2,"Nee, deze enquete was erg fijn!"
1/27/2021 10:19,1/27/2021 11:01,0,100,2526,1,1/27/2021 11:01,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,,,,,,,,3,4,5,5,4,3,3,3,,,,,1,7,1,4,3,3,4.352,4.352,106.837,1,0,0,33.803,0,1,5,,,,,,,0,0,59.761,0,3,7,7,5,5,7,3,Het is geen volledig betrouwbaar vaccin,4,3,2,,,2,7,99,7,7,7,,,,2,1,4,4,5,4,1,6,1,Ze zijn niet van mijn totale vertrouwen,1,1,,33,1,8,,2,4,1,,6,2,,2,zeer goed
1/27/2021 11:04,1/27/2021 11:08,0,100,201,1,1/27/2021 11:08,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,414x736,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,,,,,4,4,,,,,,,,,,,6.664,14.729,15.501,3,4,5,0.326,0.944,1.588,2,5,6,4,4,5,4,3,Ik wil mijn normale leven weer terug,3,3,3,,,2,7,99,,,,5,2,3,2,2,4,5,6,1,2,4,4,,2,1,,22,1,6,,2,9,1,,2,1,,1,
1/27/2021 11:05,1/27/2021 11:09,0,100,214,1,1/27/2021 11:09,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,,,,,,,,,7,7,7,7,7,6,6,6,,,,,3,4,1,1,5,4,,,,,,,,,,,0,0,11.237,0,5,4,0,0,4.663,0,7,7,7,7,7,7,4,vaccin is neccessary,3,3,4,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 11:06,1/27/2021 11:10,0,100,245,1,1/27/2021 11:10,anonymous,NL,1,Chrome,83.0.4103.106,Android 10,360x800,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,,,,,4,4,,,,,,,,,,,0.698,1.217,1.59,2,4,4,1.001,1.001,1.648,1,4,4,5,4,4,5,3,Ik wacht op de onderzoekers voor de mensen met een auto immuunsysteem ziekte,3,3,3,,,3,7,99,,,,5,4,6,1,1,3,3,7,4,4,4,3,Ik weet niet ,2,1,,42,2,4,,2,2,1,,3,1,,2,
1/27/2021 11:01,1/27/2021 11:11,0,100,579,1,1/27/2021 11:11,anonymous,NL,1,Chrome,88.0.4324.93,Android 10,360x780,5,5,4,4,4,5,5,5,,,,,,,,,4,5,3,4,,,,,5,4,,,,,,,,,,,1.025,1.682,3.165,2,5,3,9.143,29.365,33.637,13,5,4,4,5,4,4,3,"Ik denk dat ik in een andere groep val met een ander vaccin, maar hetgeen beschikbaar word gesteld voor mij zal ik nemen",4,2,4,,,1,7,99,,,,4,5,5,2,1,4,5,5,4,4,4,4,,2,1,,37,1,4,,2,3,1,,2,1,,1,Geen
1/27/2021 11:08,1/27/2021 11:13,0,100,305,1,1/27/2021 11:13,anonymous,NL,1,Safari,4,Android 10,412x892,4,4,4,4,4,4,5,6,,,,,,,,,3,5,3,4,,,,,3,2,,,,,,,,,,,1.93,11.095,12.772,2,5,4,20.512,24.046,24.53,4,5,6,4,4,5,4,3,Eaarom zou ik het niet doen? Ik heb er vertrouwen in dat het eerst goed getest is,3,2,3,,,3,7,99,,,,6,2,4,2,1,3,4,4,4,4,4,4,,2,1,,42,2,4,,2,4,1,,12,1,,1,
